EmployeeNumber,Age,AgeGroup,Gender,MaritalStatus,EducationField,Department,JobRole,JobLevel,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,OverTime_Flag,DistanceFromHome,FlightRiskScore,RiskSegment,Attrition,Attrition_Flag
723,50,46-60,Male,Married,Technical Degree,Sales,Sales Executive,2,Travel_Frequently,6796,14,1,3,2,1,3,3,4,3-5 yrs,3,1,18,3,Yes,1,8,0.6623854660347551,High Flight Risk,Yes,1
724,38,36-45,Female,Single,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,7625,13,0,4,2,3,2,4,9,6-10 yrs,7,1,10,0,No,0,1,0.3078212216956293,Stable but Disengaged,No,0
725,27,26-35,Female,Married,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,7412,11,0,1,3,4,3,3,9,6-10 yrs,7,0,9,1,No,0,1,0.5100645076355976,Moderate Risk,No,0
727,32,26-35,Female,Single,Life Sciences,Research & Development,Research Director,3,Travel_Rarely,11159,15,0,4,3,4,3,3,7,6-10 yrs,7,7,10,3,No,0,3,0.22560163243812537,Genuinely Retained,No,0
728,47,46-60,Male,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,4960,12,0,1,4,4,3,3,7,6-10 yrs,7,1,20,2,No,0,14,0.540888625592417,Moderate Risk,No,0
729,40,36-45,Male,Married,Life Sciences,Sales,Sales Executive,3,Travel_Frequently,10475,21,1,1,4,3,3,2,18,11-20 yrs,13,1,20,5,Yes,1,5,0.7553054239073198,High Flight Risk,No,0
730,53,46-60,Male,Married,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,14814,19,0,3,3,3,3,4,5,3-5 yrs,1,1,32,3,No,0,7,0.2754410215903107,Stable but Disengaged,No,0
731,41,36-45,Male,Divorced,Human Resources,Human Resources,Manager,5,Travel_Rarely,19141,15,3,4,2,2,2,2,21,20+ yrs,6,12,23,3,No,0,10,0.15653633491311214,Genuinely Retained,No,0
732,60,46-60,Male,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,5405,14,0,1,1,4,3,3,2,0-2 yrs,2,2,10,8,No,0,16,0.5487019483938915,Moderate Risk,No,0
733,27,26-35,Male,Divorced,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Frequently,8793,21,2,1,4,3,2,3,9,6-10 yrs,7,1,9,1,No,0,10,0.5455200105318588,Moderate Risk,No,0
734,41,36-45,Male,Married,Human Resources,Human Resources,Manager,5,Travel_Rarely,19189,12,1,3,4,2,3,2,22,20+ yrs,7,2,22,1,No,0,1,0.1868641390205371,Genuinely Retained,No,0
738,50,46-60,Male,Married,Marketing,Sales,Sales Representative,1,Travel_Rarely,3875,15,1,2,4,4,3,3,2,0-2 yrs,2,2,4,7,No,0,8,0.4814823591363876,Moderate Risk,No,0
741,28,26-35,Female,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2216,13,0,2,1,4,3,1,7,6-10 yrs,7,3,10,7,Yes,1,1,0.7864547130068458,High Flight Risk,Yes,1
742,36,36-45,Female,Married,Life Sciences,Research & Development,Research Director,3,Non-Travel,11713,14,1,1,1,1,3,4,8,6-10 yrs,7,0,10,9,No,0,8,0.4672669826224329,Moderate Risk,No,0
743,38,36-45,Female,Single,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,7861,14,0,3,3,4,4,3,1,0-2 yrs,0,0,10,4,Yes,1,1,0.6086690363349131,Moderate Risk,No,0
744,44,36-45,Male,Single,Medical,Research & Development,Laboratory Technician,1,Non-Travel,3708,14,0,3,1,3,3,1,5,3-5 yrs,2,1,9,2,No,0,24,0.3924078462348605,Stable but Disengaged,No,0
746,47,46-60,Female,Divorced,Medical,Sales,Sales Executive,4,Travel_Frequently,13770,12,2,3,4,4,2,3,22,20+ yrs,2,11,28,9,Yes,1,3,0.5939362822538178,Moderate Risk,No,0
747,30,26-35,Male,Divorced,Marketing,Sales,Sales Executive,2,Travel_Rarely,5304,23,1,4,3,4,2,3,8,6-10 yrs,7,7,10,7,No,0,27,0.33476566614007375,Stable but Disengaged,No,0
749,29,26-35,Male,Single,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,2642,11,0,3,3,3,3,3,1,0-2 yrs,0,0,1,1,No,0,10,0.41363480779357553,Stable but Disengaged,No,0
752,42,36-45,Male,Divorced,Medical,Research & Development,Research Scientist,1,Travel_Frequently,2759,12,0,3,3,4,3,4,2,0-2 yrs,2,2,7,6,Yes,1,19,0.709902580305424,High Flight Risk,Yes,1
754,43,36-45,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,6804,18,1,4,4,3,3,2,2,0-2 yrs,2,2,7,3,No,0,15,0.2839678778304371,Stable but Disengaged,No,0
757,34,26-35,Female,Single,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,6142,11,0,3,2,4,3,3,5,3-5 yrs,1,4,10,3,No,0,8,0.36677330173775674,Stable but Disengaged,No,0
758,23,18-25,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2500,14,1,1,2,4,4,3,4,3-5 yrs,3,0,5,1,No,0,9,0.5242969984202211,Moderate Risk,No,0
760,39,36-45,Female,Married,Human Resources,Human Resources,Human Resources,2,Travel_Rarely,6389,15,1,2,3,3,1,4,8,6-10 yrs,3,3,12,9,No,0,3,0.5400052659294365,Moderate Risk,No,0
762,56,46-60,Male,Married,Medical,Research & Development,Healthcare Representative,4,Travel_Rarely,11103,11,0,4,3,3,2,3,10,6-10 yrs,7,1,30,7,No,0,9,0.26869141653501843,Stable but Disengaged,No,0
763,40,36-45,Female,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2342,20,0,4,4,4,2,2,4,3-5 yrs,2,2,5,0,Yes,1,2,0.6759610321221695,High Flight Risk,No,0
764,27,26-35,Female,Single,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,6811,19,0,1,4,1,1,2,7,6-10 yrs,6,0,9,8,No,0,7,0.6213941548183255,Moderate Risk,No,0
766,29,26-35,Male,Divorced,Marketing,Sales,Sales Representative,1,Travel_Rarely,2297,14,2,2,4,4,3,3,2,0-2 yrs,2,2,2,1,No,0,10,0.49810163243812533,Moderate Risk,No,0
769,53,46-60,Male,Single,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,2450,17,0,4,4,4,3,3,2,0-2 yrs,2,2,19,2,No,0,6,0.32982359136387573,Stable but Disengaged,No,0
771,35,26-35,Female,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,5093,11,1,1,4,1,4,3,1,0-2 yrs,0,0,16,2,No,0,2,0.504487888362296,Moderate Risk,No,0
772,32,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Frequently,5309,15,2,4,1,4,3,3,10,6-10 yrs,8,4,10,1,No,0,24,0.2797130068457083,Stable but Disengaged,No,0
773,38,36-45,Male,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3057,13,1,3,4,2,1,3,1,0-2 yrs,0,0,6,6,Yes,1,2,0.8092640863612428,High Flight Risk,No,0
775,34,26-35,Female,Divorced,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,5121,14,1,1,2,3,3,3,0,0-2 yrs,0,0,7,3,No,0,8,0.5566929963138494,Moderate Risk,No,0
776,52,46-60,Male,Married,Marketing,Sales,Manager,4,Travel_Rarely,16856,11,0,1,3,1,4,2,34,20+ yrs,6,1,34,1,No,0,3,0.2981016324381254,Stable but Disengaged,No,0
780,33,26-35,Male,Single,Other,Research & Development,Research Scientist,1,Travel_Rarely,2686,13,0,4,4,3,2,3,10,6-10 yrs,9,7,10,1,Yes,1,1,0.6573380726698261,High Flight Risk,Yes,1
781,25,18-25,Female,Single,Medical,Sales,Sales Executive,2,Travel_Rarely,6180,23,0,4,3,2,2,3,6,6-10 yrs,5,1,6,1,No,0,26,0.3305397577672459,Stable but Disengaged,No,0
783,45,36-45,Male,Single,Technical Degree,Sales,Sales Representative,2,Travel_Rarely,6632,13,0,3,2,1,3,1,8,6-10 yrs,7,3,9,0,No,0,2,0.3541126908899421,Stable but Disengaged,No,0
784,23,18-25,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3505,18,0,3,1,4,3,4,2,0-2 yrs,2,0,2,1,No,0,10,0.40204581358609803,Stable but Disengaged,No,0
785,47,46-60,Female,Single,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,6397,12,0,3,2,4,3,4,5,3-5 yrs,4,1,8,4,Yes,1,27,0.6640876777251186,High Flight Risk,Yes,1
786,34,26-35,Male,Single,Other,Sales,Sales Executive,2,Travel_Rarely,6274,22,0,4,4,3,3,3,6,6-10 yrs,5,1,6,1,No,0,2,0.27954976303317536,Stable but Disengaged,No,0
787,55,46-60,Male,Married,Medical,Research & Development,Manager,5,Travel_Rarely,19859,13,1,1,4,4,3,3,5,3-5 yrs,2,1,24,5,Yes,1,2,0.6889744602422329,High Flight Risk,Yes,1
789,36,36-45,Male,Single,Life Sciences,Sales,Sales Executive,3,Non-Travel,7587,15,0,1,1,2,3,2,10,6-10 yrs,7,0,10,1,No,0,8,0.5057214323328068,Moderate Risk,No,0
791,52,46-60,Male,Married,Medical,Research & Development,Research Scientist,1,Non-Travel,4258,18,1,4,4,1,3,3,4,3-5 yrs,3,1,5,0,No,0,19,0.30578199052132704,Stable but Disengaged,No,0
792,26,26-35,Female,Divorced,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,4364,14,1,4,1,1,3,1,2,0-2 yrs,2,2,5,3,No,0,1,0.30966561348077937,Stable but Disengaged,No,0
793,29,26-35,Female,Married,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,4335,12,1,3,2,1,2,3,8,6-10 yrs,7,1,11,4,No,0,27,0.4283043707214324,Stable but Disengaged,No,0
796,26,26-35,Male,Single,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,5326,17,0,1,4,3,2,2,4,3-5 yrs,3,1,6,6,No,0,8,0.5945339652448657,Moderate Risk,Yes,1
797,34,26-35,Female,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,3280,16,0,4,2,3,3,4,4,3-5 yrs,2,1,10,2,No,0,1,0.3160821484992101,Stable but Disengaged,No,0
799,54,46-60,Female,Divorced,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,5485,11,2,1,4,2,3,3,5,3-5 yrs,3,1,9,9,Yes,1,19,0.8403593996840444,High Flight Risk,No,0
800,27,26-35,Male,Married,Marketing,Sales,Sales Executive,2,Travel_Frequently,4342,19,1,4,3,2,3,3,4,3-5 yrs,2,1,5,0,No,0,8,0.3048973143759874,Stable but Disengaged,No,0
802,37,36-45,Female,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2782,13,2,1,4,2,2,3,5,3-5 yrs,3,4,6,0,Yes,1,10,0.9188270142180095,High Flight Risk,No,0
803,38,36-45,Female,Single,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,5980,12,0,1,1,4,3,4,15,11-20 yrs,7,4,17,6,Yes,1,2,0.8101461295418643,High Flight Risk,No,0
804,34,26-35,Female,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,4381,11,0,1,3,3,3,2,6,6-10 yrs,5,1,6,1,No,0,2,0.5494865718799368,Moderate Risk,No,0
805,35,26-35,Female,Married,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,2572,16,1,4,1,2,2,3,3,3-5 yrs,2,0,3,1,No,0,8,0.3760387045813587,Stable but Disengaged,No,0
806,30,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3833,21,2,3,4,3,3,1,2,0-2 yrs,2,0,7,3,No,0,1,0.39859136387572414,Stable but Disengaged,No,0
807,40,36-45,Female,Married,Medical,Research & Development,Healthcare Representative,2,Travel_Frequently,4244,24,1,2,3,4,3,4,8,6-10 yrs,7,3,8,1,No,0,2,0.462596103212217,Moderate Risk,No,0
808,34,26-35,Female,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,6500,17,1,1,3,2,3,3,3,3-5 yrs,2,1,6,5,No,0,8,0.5346695629278567,Moderate Risk,No,0
809,42,36-45,Male,Divorced,Life Sciences,Research & Development,Manager,5,Travel_Frequently,18430,13,1,4,2,2,2,3,24,20+ yrs,7,14,24,1,No,0,8,0.15652448657187995,Genuinely Retained,No,0
811,23,18-25,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,1601,21,2,1,3,3,3,4,0,0-2 yrs,0,0,1,1,Yes,1,6,0.8937651395471301,High Flight Risk,Yes,1
812,24,18-25,Male,Divorced,Life Sciences,Research & Development,Laboratory Technician,1,Non-Travel,2694,11,3,2,3,3,3,2,1,0-2 yrs,0,0,1,1,No,0,9,0.4964204844655081,Moderate Risk,No,0
813,52,46-60,Female,Married,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,3149,20,1,3,4,2,3,3,5,3-5 yrs,2,1,9,8,No,0,11,0.3982951553449184,Stable but Disengaged,No,0
815,50,46-60,Male,Married,Medical,Research & Development,Research Director,4,Travel_Rarely,17639,16,0,3,3,4,3,3,4,3-5 yrs,3,0,30,5,No,0,2,0.24818852027382837,Genuinely Retained,No,0
816,29,26-35,Female,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2319,11,1,1,2,4,3,2,1,0-2 yrs,0,0,1,1,Yes,1,1,0.8837032648762507,High Flight Risk,Yes,1
817,33,26-35,Male,Married,Medical,Research & Development,Research Director,3,Travel_Rarely,11691,11,0,3,3,4,4,3,13,11-20 yrs,9,3,14,0,No,0,7,0.23833201685097422,Genuinely Retained,No,0
819,33,26-35,Female,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,5324,15,0,1,1,3,3,3,3,3-5 yrs,2,0,6,5,No,0,16,0.5470550289626119,Moderate Risk,Yes,1
820,47,46-60,Female,Married,Other,Research & Development,Manager,4,Travel_Rarely,16752,11,1,4,3,3,2,3,26,20+ yrs,14,3,26,1,Yes,1,2,0.4691969457609268,Moderate Risk,No,0
823,36,36-45,Female,Married,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,5228,15,1,2,3,1,3,3,9,6-10 yrs,7,0,10,0,No,0,1,0.4497327540810953,Stable but Disengaged,No,0
824,29,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2700,24,1,3,3,3,3,4,10,6-10 yrs,7,0,10,1,No,0,23,0.3905239599789363,Stable but Disengaged,No,0
825,58,46-60,Male,Single,Life Sciences,Research & Development,Research Director,5,Travel_Rarely,19246,12,0,2,4,4,3,3,31,20+ yrs,15,13,40,7,Yes,1,2,0.5470971563981043,Moderate Risk,Yes,1
826,35,26-35,Female,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2506,13,0,3,4,3,3,4,2,0-2 yrs,2,2,7,3,No,0,1,0.41256714060031596,Stable but Disengaged,No,0
827,42,36-45,Female,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,6062,13,1,4,4,4,3,2,4,3-5 yrs,3,0,8,9,Yes,1,1,0.5867825171142707,Moderate Risk,No,0
828,28,26-35,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,4382,17,0,3,3,4,2,3,2,0-2 yrs,2,2,5,6,No,0,2,0.4428093733543971,Stable but Disengaged,Yes,1
829,36,36-45,Male,Married,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,2143,13,1,2,3,2,3,3,5,3-5 yrs,2,0,8,4,No,0,13,0.4922235387045814,Moderate Risk,No,0
830,32,26-35,Female,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,6162,12,1,3,3,3,3,2,14,11-20 yrs,13,6,14,1,No,0,4,0.3440626645602949,Stable but Disengaged,No,0
832,40,36-45,Male,Single,Medical,Research & Development,Laboratory Technician,2,Travel_Frequently,5094,14,0,3,1,4,3,2,1,0-2 yrs,0,0,10,6,No,0,16,0.38781068983675626,Stable but Disengaged,No,0
833,30,26-35,Female,Single,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,6877,24,0,4,3,2,2,2,0,0-2 yrs,0,0,12,5,Yes,1,2,0.6381990521327013,Moderate Risk,No,0
834,45,36-45,Female,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2274,14,0,3,2,4,3,2,1,0-2 yrs,0,0,1,1,No,0,2,0.4175105318588731,Stable but Disengaged,No,0
836,42,36-45,Male,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,4434,13,1,2,2,4,2,3,9,6-10 yrs,8,7,10,1,No,0,29,0.5080950500263297,Moderate Risk,No,0
837,38,36-45,Male,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,6288,15,1,1,1,3,2,2,4,3-5 yrs,3,1,13,2,No,0,12,0.5844023170089521,Moderate Risk,No,0
838,34,26-35,Female,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,2553,16,0,4,3,3,3,2,5,3-5 yrs,2,1,6,1,No,0,16,0.32123880989994735,Stable but Disengaged,No,0
840,49,46-60,Female,Married,Marketing,Sales,Sales Executive,3,Travel_Rarely,7654,18,2,4,3,1,4,3,9,6-10 yrs,8,7,9,1,No,0,11,0.20751579778830964,Genuinely Retained,Yes,1
842,55,46-60,Male,Single,Medical,Sales,Sales Executive,2,Travel_Rarely,5160,16,0,4,3,3,2,3,9,6-10 yrs,7,7,12,4,No,0,2,0.3337822538177989,Stable but Disengaged,Yes,1
843,43,36-45,Male,Married,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,17159,24,1,1,2,3,3,3,4,3-5 yrs,1,1,22,6,No,0,14,0.41991047919957875,Stable but Disengaged,No,0
844,27,26-35,Male,Divorced,Technical Degree,Research & Development,Research Director,3,Travel_Rarely,12808,16,1,4,3,2,3,2,9,6-10 yrs,8,0,9,1,Yes,1,5,0.5032345971563981,Moderate Risk,No,0
845,35,26-35,Male,Single,Other,Research & Development,Manufacturing Director,3,Travel_Rarely,10221,21,0,3,3,2,4,3,8,6-10 yrs,5,1,17,3,No,0,7,0.26631384939441816,Stable but Disengaged,No,0
846,28,26-35,Female,Married,Marketing,Sales,Sales Executive,2,Travel_Rarely,4779,20,0,2,2,1,3,3,8,6-10 yrs,7,7,8,1,Yes,1,2,0.7569615587151133,High Flight Risk,No,0
847,34,26-35,Male,Married,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,3737,19,1,4,3,3,1,3,3,3-5 yrs,2,0,4,0,No,0,3,0.4137690889942075,Stable but Disengaged,No,0
848,26,26-35,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Frequently,2366,14,1,3,3,1,3,2,8,6-10 yrs,7,1,8,1,Yes,1,5,0.6990416008425488,High Flight Risk,Yes,1
850,27,26-35,Male,Married,Medical,Research & Development,Research Scientist,1,Non-Travel,1706,11,3,4,4,3,2,3,0,0-2 yrs,0,0,0,1,No,0,3,0.39265929436545555,Stable but Disengaged,No,0
851,51,46-60,Female,Married,Marketing,Sales,Manager,4,Travel_Rarely,16307,14,1,3,1,3,2,3,20,11-20 yrs,6,4,29,2,No,0,26,0.2722169562927857,Stable but Disengaged,No,0
852,44,36-45,Male,Single,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,5933,12,0,2,4,4,2,3,5,3-5 yrs,2,2,10,9,No,0,4,0.5023077935755661,Moderate Risk,No,0
854,25,18-25,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3424,13,0,1,1,3,2,4,4,3-5 yrs,3,0,6,7,No,0,2,0.614565560821485,Moderate Risk,No,0
855,33,26-35,Male,Divorced,Medical,Sales,Sales Executive,2,Travel_Rarely,4037,22,1,1,1,1,3,4,9,6-10 yrs,8,0,9,1,No,0,1,0.5456095313322802,Moderate Risk,No,0
856,35,26-35,Female,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2559,11,0,1,3,4,2,2,6,6-10 yrs,5,1,6,1,No,0,27,0.6186756187467087,Moderate Risk,No,0
857,36,36-45,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,6201,14,1,4,2,4,2,3,18,11-20 yrs,14,4,18,1,Yes,1,1,0.600318588730911,Moderate Risk,No,0
859,32,26-35,Male,Divorced,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,4403,11,1,4,2,3,2,3,5,3-5 yrs,2,0,8,2,No,0,13,0.35175487098472885,Stable but Disengaged,No,0
861,30,26-35,Male,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,3761,12,1,4,2,2,2,2,5,3-5 yrs,4,0,10,9,No,0,5,0.35851632438125336,Stable but Disengaged,No,0
862,53,46-60,Female,Married,Marketing,Sales,Sales Executive,3,Travel_Rarely,10934,18,1,4,1,4,3,2,5,3-5 yrs,2,0,35,7,Yes,1,7,0.5329713006845708,Moderate Risk,No,0
864,45,36-45,Male,Divorced,Marketing,Sales,Sales Executive,3,Travel_Rarely,10761,12,1,1,4,3,3,3,5,3-5 yrs,4,0,18,4,Yes,1,9,0.7847933122696157,High Flight Risk,No,0
865,32,26-35,Female,Married,Medical,Research & Development,Research Scientist,2,Travel_Rarely,5175,12,1,3,3,3,2,4,5,3-5 yrs,3,1,9,5,No,0,8,0.42695760926803583,Stable but Disengaged,No,0
867,52,46-60,Female,Married,Medical,Research & Development,Manufacturing Director,4,Travel_Frequently,13826,22,0,4,3,3,3,2,9,6-10 yrs,8,0,31,3,No,0,25,0.19251316482359138,Genuinely Retained,No,0
868,37,36-45,Male,Divorced,Marketing,Sales,Sales Executive,2,Travel_Rarely,6334,19,2,3,4,4,3,2,1,0-2 yrs,0,0,9,4,No,0,16,0.3747511848341233,Stable but Disengaged,No,0
869,28,26-35,Male,Divorced,Medical,Human Resources,Human Resources,1,Travel_Rarely,4936,13,1,4,2,4,3,2,5,3-5 yrs,1,0,6,1,No,0,8,0.2961413902053713,Stable but Disengaged,No,0
872,22,18-25,Male,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,4775,22,2,4,4,1,1,2,2,0-2 yrs,2,2,4,6,No,0,1,0.40533701948393885,Stable but Disengaged,No,0
874,44,36-45,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2818,24,1,4,1,3,2,4,3,3-5 yrs,2,0,10,2,Yes,1,8,0.6734478672985782,High Flight Risk,No,0
875,42,36-45,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Frequently,2515,14,0,4,2,4,3,3,2,0-2 yrs,1,2,8,5,Yes,1,2,0.6291390205371248,Moderate Risk,No,0
878,36,36-45,Male,Married,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,2342,21,0,1,1,3,3,2,5,3-5 yrs,4,0,6,0,No,0,8,0.5734610321221696,Moderate Risk,No,0
879,25,18-25,Male,Married,Other,Sales,Sales Executive,2,Travel_Rarely,4194,18,0,1,3,4,3,3,5,3-5 yrs,3,0,5,1,Yes,1,3,0.8539560294892049,High Flight Risk,No,0
880,35,26-35,Female,Married,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,10685,20,1,3,4,2,3,2,17,11-20 yrs,14,5,17,1,Yes,1,9,0.5889270668773038,Moderate Risk,No,0
881,35,26-35,Female,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,2022,19,1,2,4,1,2,3,10,6-10 yrs,2,7,10,1,Yes,1,25,0.8309978936282254,High Flight Risk,Yes,1
882,32,26-35,Male,Divorced,Life Sciences,Research & Development,Laboratory Technician,1,Non-Travel,2314,12,1,4,4,2,3,3,3,3-5 yrs,0,0,4,0,No,0,1,0.32875592417061617,Stable but Disengaged,No,0
885,25,18-25,Male,Married,Marketing,Sales,Sales Executive,2,Travel_Rarely,4256,12,0,1,3,1,4,2,5,3-5 yrs,2,0,5,1,No,0,4,0.5033030542390732,Moderate Risk,No,0
887,49,46-60,Female,Married,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,3580,16,1,1,3,2,3,3,4,3-5 yrs,2,0,7,2,No,0,1,0.5629225908372828,Moderate Risk,No,0
888,24,18-25,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Non-Travel,3162,17,0,4,1,4,2,2,5,3-5 yrs,2,3,6,0,No,0,4,0.3648249078462349,Stable but Disengaged,No,0
889,32,26-35,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,6524,14,1,2,2,4,3,3,10,6-10 yrs,8,5,10,1,No,0,5,0.4335834649815693,Stable but Disengaged,No,0
893,38,36-45,Male,Married,Marketing,Sales,Sales Representative,1,Travel_Rarely,2899,19,1,2,2,4,3,2,2,0-2 yrs,2,1,3,0,No,0,9,0.49176145339652455,Moderate Risk,No,0
894,42,36-45,Female,Married,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,5231,13,1,4,3,2,2,4,5,3-5 yrs,3,1,17,2,Yes,1,3,0.6430344918378094,Moderate Risk,No,0
895,31,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2356,19,1,4,4,2,3,3,6,6-10 yrs,4,0,8,3,Yes,1,11,0.6208135860979462,Moderate Risk,No,0
896,29,26-35,Female,Divorced,Medical,Sales,Sales Representative,1,Travel_Rarely,2800,19,3,3,2,3,3,2,3,3-5 yrs,2,0,5,6,Yes,1,1,0.7069707740916272,High Flight Risk,Yes,1
897,53,46-60,Male,Married,Marketing,Sales,Sales Executive,4,Travel_Rarely,11836,14,1,4,1,3,3,3,2,0-2 yrs,0,2,28,5,No,0,8,0.23097156398104265,Genuinely Retained,No,0
899,35,26-35,Male,Married,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,10903,16,0,2,4,1,3,2,13,11-20 yrs,10,4,16,3,No,0,25,0.3799644549763033,Stable but Disengaged,No,0
900,37,36-45,Female,Married,Medical,Sales,Sales Representative,1,Travel_Frequently,2973,15,1,4,3,2,3,3,5,3-5 yrs,4,0,10,5,No,0,21,0.3168154291732491,Stable but Disengaged,No,0
901,53,46-60,Female,Single,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,14275,18,0,4,4,3,3,3,12,11-20 yrs,9,3,33,6,No,0,23,0.18028436018957344,Genuinely Retained,No,0
